"TIPO_DATO_AVQ","Tipo dato","MISURA_AVQ","Misura","SEXISTAT1","Sesso","ETA1","Classe di età","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"14_FUMO_SI","fumatori","THV","valori in migliaia","1","maschi","Y35-44","35-44 anni","2022","2022",1214,,
"14_FUMO_SI","fumatori","THV","valori in migliaia","1","maschi","Y35-44","35-44 anni","2023","2023",1090,,
"14_FUMO_EX","ex fumatori","THV","valori in migliaia","1","maschi","Y35-44","35-44 anni","2022","2022",822,,
"14_FUMO_EX","ex fumatori","THV","valori in migliaia","1","maschi","Y35-44","35-44 anni","2023","2023",875,,
"14_FUMO_NO","non fumatori","THV","valori in migliaia","1","maschi","Y35-44","35-44 anni","2022","2022",1536,,
"14_FUMO_NO","non fumatori","THV","valori in migliaia","1","maschi","Y35-44","35-44 anni","2023","2023",1545,,
"14_FUMO_SI","fumatori","THV","valori in migliaia","2","femmine","Y35-44","35-44 anni","2022","2022",744,,
"14_FUMO_SI","fumatori","THV","valori in migliaia","2","femmine","Y35-44","35-44 anni","2023","2023",676,,
"14_FUMO_EX","ex fumatori","THV","valori in migliaia","2","femmine","Y35-44","35-44 anni","2022","2022",675,,
"14_FUMO_EX","ex fumatori","THV","valori in migliaia","2","femmine","Y35-44","35-44 anni","2023","2023",739,,
"14_FUMO_SI","fumatori","THV","valori in migliaia","9","totale","Y35-44","35-44 anni","2022","2022",1959,,
"14_FUMO_SI","fumatori","THV","valori in migliaia","9","totale","Y35-44","35-44 anni","2023","2023",1766,,
"14_FUMO_EX","ex fumatori","THV","valori in migliaia","9","totale","Y35-44","35-44 anni","2022","2022",1497,,
"14_FUMO_EX","ex fumatori","THV","valori in migliaia","9","totale","Y35-44","35-44 anni","2023","2023",1614,,
"14_FUMO_SI","fumatori","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y35-44","35-44 anni","2022","2022",33.7,,
"14_FUMO_SI","fumatori","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y35-44","35-44 anni","2023","2023",30.9,,
"14_FUMO_EX","ex fumatori","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y35-44","35-44 anni","2022","2022",22.8,,
"14_FUMO_EX","ex fumatori","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y35-44","35-44 anni","2023","2023",24.8,,
"14_FUMO_SI","fumatori","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y35-44","35-44 anni","2022","2022",20.7,,
"14_FUMO_SI","fumatori","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y35-44","35-44 anni","2023","2023",19.2,,
"14_FUMO_SI","fumatori","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y35-44","35-44 anni","2022","2022",27.2,,
"14_FUMO_SI","fumatori","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y35-44","35-44 anni","2023","2023",25.1,,
"14_FUMO_SI","fumatori","THV","valori in migliaia","1","maschi","Y45-54","45-54 anni","2022","2022",1286,,
"14_FUMO_SI","fumatori","THV","valori in migliaia","1","maschi","Y45-54","45-54 anni","2023","2023",1293,,
"14_FUMO_EX","ex fumatori","THV","valori in migliaia","1","maschi","Y45-54","45-54 anni","2022","2022",1198,,
"14_FUMO_EX","ex fumatori","THV","valori in migliaia","1","maschi","Y45-54","45-54 anni","2023","2023",1254,,
"14_FUMO_SI","fumatori","THV","valori in migliaia","2","femmine","Y45-54","45-54 anni","2022","2022",897,,
"14_FUMO_SI","fumatori","THV","valori in migliaia","2","femmine","Y45-54","45-54 anni","2023","2023",878,,
"14_FUMO_EX","ex fumatori","THV","valori in migliaia","2","femmine","Y45-54","45-54 anni","2022","2022",817,,
"14_FUMO_EX","ex fumatori","THV","valori in migliaia","2","femmine","Y45-54","45-54 anni","2023","2023",853,,
"14_FUMO_SI","fumatori","THV","valori in migliaia","9","totale","Y45-54","45-54 anni","2022","2022",2183,,
"14_FUMO_SI","fumatori","THV","valori in migliaia","9","totale","Y45-54","45-54 anni","2023","2023",2171,,
"14_FUMO_EX","ex fumatori","THV","valori in migliaia","9","totale","Y45-54","45-54 anni","2022","2022",2015,,
"14_FUMO_EX","ex fumatori","THV","valori in migliaia","9","totale","Y45-54","45-54 anni","2023","2023",2107,,
"14_FUMO_SI","fumatori","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y45-54","45-54 anni","2022","2022",27.9,,
"14_FUMO_SI","fumatori","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y45-54","45-54 anni","2023","2023",28.3,,
"14_FUMO_EX","ex fumatori","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y45-54","45-54 anni","2022","2022",26,,
"14_FUMO_EX","ex fumatori","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y45-54","45-54 anni","2023","2023",27.5,,
"14_FUMO_SI","fumatori","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y45-54","45-54 anni","2022","2022",19,,
"14_FUMO_SI","fumatori","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y45-54","45-54 anni","2023","2023",18.9,,
"14_FUMO_SI","fumatori","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y45-54","45-54 anni","2022","2022",23.4,,
"14_FUMO_SI","fumatori","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y45-54","45-54 anni","2023","2023",23.6,,
"14_FUMO_EX","ex fumatori","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y45-54","45-54 anni","2022","2022",21.6,,
"14_FUMO_EX","ex fumatori","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y45-54","45-54 anni","2023","2023",22.9,,
"14_FUMO_SI","fumatori","THV","valori in migliaia","1","maschi","Y55-59","55-59 anni","2022","2022",555,,
"14_FUMO_SI","fumatori","THV","valori in migliaia","1","maschi","Y55-59","55-59 anni","2023","2023",545,,
"14_FUMO_EX","ex fumatori","THV","valori in migliaia","1","maschi","Y55-59","55-59 anni","2022","2022",724,,
"14_FUMO_EX","ex fumatori","THV","valori in migliaia","1","maschi","Y55-59","55-59 anni","2023","2023",754,,
"14_FUMO_SI","fumatori","THV","valori in migliaia","2","femmine","Y55-59","55-59 anni","2022","2022",498,,
"14_FUMO_SI","fumatori","THV","valori in migliaia","2","femmine","Y55-59","55-59 anni","2023","2023",484,,
"14_FUMO_EX","ex fumatori","THV","valori in migliaia","2","femmine","Y55-59","55-59 anni","2022","2022",500,,
"14_FUMO_EX","ex fumatori","THV","valori in migliaia","2","femmine","Y55-59","55-59 anni","2023","2023",566,,
"14_FUMO_SI","fumatori","THV","valori in migliaia","9","totale","Y55-59","55-59 anni","2022","2022",1053,,
"14_FUMO_SI","fumatori","THV","valori in migliaia","9","totale","Y55-59","55-59 anni","2023","2023",1029,,
"14_FUMO_EX","ex fumatori","THV","valori in migliaia","9","totale","Y55-59","55-59 anni","2022","2022",1224,,
"14_FUMO_EX","ex fumatori","THV","valori in migliaia","9","totale","Y55-59","55-59 anni","2023","2023",1320,,
"14_FUMO_SI","fumatori","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y55-59","55-59 anni","2022","2022",24.5,,
"14_FUMO_SI","fumatori","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y55-59","55-59 anni","2023","2023",23.2,,
"14_FUMO_SI","fumatori","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y55-59","55-59 anni","2022","2022",20.6,,
"14_FUMO_SI","fumatori","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y55-59","55-59 anni","2023","2023",19.6,,
"14_FUMO_SI","fumatori","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y55-59","55-59 anni","2022","2022",22.4,,
"14_FUMO_SI","fumatori","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y55-59","55-59 anni","2023","2023",21.4,,
"14_FUMO_SI","fumatori","THV","valori in migliaia","1","maschi","Y60-64","60-64 anni","2022","2022",433,,
"14_FUMO_SI","fumatori","THV","valori in migliaia","1","maschi","Y60-64","60-64 anni","2023","2023",397,,
"14_FUMO_EX","ex fumatori","THV","valori in migliaia","1","maschi","Y60-64","60-64 anni","2022","2022",766,,
"14_FUMO_EX","ex fumatori","THV","valori in migliaia","1","maschi","Y60-64","60-64 anni","2023","2023",757,,
"14_FUMO_SI","fumatori","THV","valori in migliaia","2","femmine","Y60-64","60-64 anni","2022","2022",407,,
"14_FUMO_SI","fumatori","THV","valori in migliaia","2","femmine","Y60-64","60-64 anni","2023","2023",414,,
"14_FUMO_EX","ex fumatori","THV","valori in migliaia","2","femmine","Y60-64","60-64 anni","2022","2022",529,,
"14_FUMO_EX","ex fumatori","THV","valori in migliaia","2","femmine","Y60-64","60-64 anni","2023","2023",562,,
"14_FUMO_SI","fumatori","THV","valori in migliaia","9","totale","Y60-64","60-64 anni","2022","2022",840,,
"14_FUMO_SI","fumatori","THV","valori in migliaia","9","totale","Y60-64","60-64 anni","2023","2023",811,,
"14_FUMO_EX","ex fumatori","THV","valori in migliaia","9","totale","Y60-64","60-64 anni","2022","2022",1296,,
"14_FUMO_EX","ex fumatori","THV","valori in migliaia","9","totale","Y60-64","60-64 anni","2023","2023",1319,,
"14_FUMO_SI","fumatori","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y60-64","60-64 anni","2022","2022",21.8,,
"14_FUMO_SI","fumatori","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y60-64","60-64 anni","2023","2023",19.7,,
"14_FUMO_SI","fumatori","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y60-64","60-64 anni","2022","2022",19.6,,
"14_FUMO_SI","fumatori","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y60-64","60-64 anni","2023","2023",19.6,,
"14_FUMO_SI","fumatori","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y60-64","60-64 anni","2022","2022",20.7,,
"14_FUMO_SI","fumatori","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y60-64","60-64 anni","2023","2023",19.7,,
"14_FUMO_EX","ex fumatori","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y60-64","60-64 anni","2022","2022",31.9,,
"14_FUMO_EX","ex fumatori","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y60-64","60-64 anni","2023","2023",32,,
"14_FUMO_SI","fumatori","THV","valori in migliaia","1","maschi","Y65-74","65-74 anni","2022","2022",587,,
"14_FUMO_SI","fumatori","THV","valori in migliaia","1","maschi","Y65-74","65-74 anni","2023","2023",601,,
"14_FUMO_EX","ex fumatori","THV","valori in migliaia","1","maschi","Y65-74","65-74 anni","2022","2022",1475,,
"14_FUMO_EX","ex fumatori","THV","valori in migliaia","1","maschi","Y65-74","65-74 anni","2023","2023",1556,,
"14_FUMO_SI","fumatori","THV","valori in migliaia","2","femmine","Y65-74","65-74 anni","2022","2022",493,,
"14_FUMO_SI","fumatori","THV","valori in migliaia","2","femmine","Y65-74","65-74 anni","2023","2023",481,,
"14_FUMO_EX","ex fumatori","THV","valori in migliaia","2","femmine","Y65-74","65-74 anni","2022","2022",872,,
"14_FUMO_EX","ex fumatori","THV","valori in migliaia","2","femmine","Y65-74","65-74 anni","2023","2023",949,,
"14_FUMO_SI","fumatori","THV","valori in migliaia","9","totale","Y65-74","65-74 anni","2022","2022",1080,,
"14_FUMO_SI","fumatori","THV","valori in migliaia","9","totale","Y65-74","65-74 anni","2023","2023",1082,,
"14_FUMO_EX","ex fumatori","THV","valori in migliaia","9","totale","Y65-74","65-74 anni","2022","2022",2348,,
"14_FUMO_EX","ex fumatori","THV","valori in migliaia","9","totale","Y65-74","65-74 anni","2023","2023",2505,,
"14_FUMO_SI","fumatori","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y65-74","65-74 anni","2022","2022",18.5,,
"14_FUMO_SI","fumatori","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y65-74","65-74 anni","2023","2023",18,,
"14_FUMO_EX","ex fumatori","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y65-74","65-74 anni","2022","2022",46.5,,
"14_FUMO_EX","ex fumatori","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y65-74","65-74 anni","2023","2023",46.7,,
"14_FUMO_SI","fumatori","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y65-74","65-74 anni","2022","2022",13.4,,
"14_FUMO_SI","fumatori","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y65-74","65-74 anni","2023","2023",13.4,,
"14_FUMO_EX","ex fumatori","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y65-74","65-74 anni","2022","2022",23.7,,
"14_FUMO_EX","ex fumatori","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y65-74","65-74 anni","2023","2023",26.4,,
"14_FUMO_SI","fumatori","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y65-74","65-74 anni","2022","2022",15.8,,
"14_FUMO_SI","fumatori","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y65-74","65-74 anni","2023","2023",15.6,,
"14_FUMO_SI","fumatori","THV","valori in migliaia","1","maschi","Y_GE75","75 anni e più","2022","2022",235,,
"14_FUMO_SI","fumatori","THV","valori in migliaia","1","maschi","Y_GE75","75 anni e più","2023","2023",186,,
"14_FUMO_EX","ex fumatori","THV","valori in migliaia","1","maschi","Y_GE75","75 anni e più","2022","2022",1562,,
"14_FUMO_EX","ex fumatori","THV","valori in migliaia","1","maschi","Y_GE75","75 anni e più","2023","2023",1558,,
"14_FUMO_SI","fumatori","THV","valori in migliaia","2","femmine","Y_GE75","75 anni e più","2022","2022",176,,
"14_FUMO_SI","fumatori","THV","valori in migliaia","2","femmine","Y_GE75","75 anni e più","2023","2023",205,,
"14_FUMO_EX","ex fumatori","THV","valori in migliaia","2","femmine","Y_GE75","75 anni e più","2022","2022",684,,
"14_FUMO_EX","ex fumatori","THV","valori in migliaia","2","femmine","Y_GE75","75 anni e più","2023","2023",784,,
"14_FUMO_SI","fumatori","THV","valori in migliaia","9","totale","Y_GE75","75 anni e più","2022","2022",411,,
"14_FUMO_SI","fumatori","THV","valori in migliaia","9","totale","Y_GE75","75 anni e più","2023","2023",391,,
"14_FUMO_EX","ex fumatori","THV","valori in migliaia","9","totale","Y_GE75","75 anni e più","2022","2022",2246,,
"14_FUMO_EX","ex fumatori","THV","valori in migliaia","9","totale","Y_GE75","75 anni e più","2023","2023",2341,,
"14_FUMO_SI","fumatori","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y_GE75","75 anni e più","2022","2022",7.9,,
"14_FUMO_SI","fumatori","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y_GE75","75 anni e più","2023","2023",6.5,,
"14_FUMO_EX","ex fumatori","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y_GE75","75 anni e più","2022","2022",52.9,,
"14_FUMO_EX","ex fumatori","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y_GE75","75 anni e più","2023","2023",54.1,,
"14_FUMO_SI","fumatori","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y_GE75","75 anni e più","2022","2022",4.3,,
"14_FUMO_SI","fumatori","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y_GE75","75 anni e più","2023","2023",4.8,,
"14_FUMO_SI","fumatori","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y_GE75","75 anni e più","2022","2022",5.8,,
"14_FUMO_SI","fumatori","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y_GE75","75 anni e più","2023","2023",5.5,,
"14_FUMO_SI","fumatori","THV","valori in migliaia","1","maschi","Y14-17","14-17 anni","2022","2022",49,,
"14_FUMO_SI","fumatori","THV","valori in migliaia","1","maschi","Y14-17","14-17 anni","2023","2023",70,,
"14_FUMO_EX","ex fumatori","THV","valori in migliaia","1","maschi","Y14-17","14-17 anni","2022","2022",28,,
"14_FUMO_EX","ex fumatori","THV","valori in migliaia","1","maschi","Y14-17","14-17 anni","2023","2023",32,,
"14_FUMO_SI","fumatori","THV","valori in migliaia","2","femmine","Y14-17","14-17 anni","2022","2022",32,,
"14_FUMO_SI","fumatori","THV","valori in migliaia","2","femmine","Y14-17","14-17 anni","2023","2023",51,,
"14_FUMO_EX","ex fumatori","THV","valori in migliaia","2","femmine","Y14-17","14-17 anni","2022","2022",19,,
"14_FUMO_EX","ex fumatori","THV","valori in migliaia","2","femmine","Y14-17","14-17 anni","2023","2023",42,,
"14_FUMO_SI","fumatori","THV","valori in migliaia","9","totale","Y14-17","14-17 anni","2022","2022",81,,
"14_FUMO_SI","fumatori","THV","valori in migliaia","9","totale","Y14-17","14-17 anni","2023","2023",121,,
"14_FUMO_EX","ex fumatori","THV","valori in migliaia","9","totale","Y14-17","14-17 anni","2022","2022",47,,
"14_FUMO_EX","ex fumatori","THV","valori in migliaia","9","totale","Y14-17","14-17 anni","2023","2023",74,,
"14_FUMO_SI","fumatori","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y14-17","14-17 anni","2022","2022",4.4,,
"14_FUMO_SI","fumatori","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y14-17","14-17 anni","2023","2023",5.8,,
"14_FUMO_EX","ex fumatori","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y14-17","14-17 anni","2022","2022",2.5,,
"14_FUMO_EX","ex fumatori","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y14-17","14-17 anni","2023","2023",2.6,,
"14_FUMO_SI","fumatori","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y14-17","14-17 anni","2022","2022",2.9,,
"14_FUMO_SI","fumatori","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y14-17","14-17 anni","2023","2023",4.8,,
"14_FUMO_EX","ex fumatori","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y14-17","14-17 anni","2022","2022",1.7,,
"14_FUMO_EX","ex fumatori","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y14-17","14-17 anni","2023","2023",4,,
"14_FUMO_SI","fumatori","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y14-17","14-17 anni","2022","2022",3.6,,
"14_FUMO_SI","fumatori","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y14-17","14-17 anni","2023","2023",5.3,,
"14_FUMO_SI","fumatori","THV","valori in migliaia","1","maschi","Y18-19","18-19 anni","2022","2022",129,,
"14_FUMO_SI","fumatori","THV","valori in migliaia","1","maschi","Y18-19","18-19 anni","2023","2023",104,,
"14_FUMO_EX","ex fumatori","THV","valori in migliaia","1","maschi","Y18-19","18-19 anni","2022","2022",33,,
"14_FUMO_EX","ex fumatori","THV","valori in migliaia","1","maschi","Y18-19","18-19 anni","2023","2023",40,,
"14_FUMO_SI","fumatori","THV","valori in migliaia","2","femmine","Y18-19","18-19 anni","2022","2022",77,,
"14_FUMO_SI","fumatori","THV","valori in migliaia","2","femmine","Y18-19","18-19 anni","2023","2023",110,,
"14_FUMO_EX","ex fumatori","THV","valori in migliaia","2","femmine","Y18-19","18-19 anni","2022","2022",42,,
"14_FUMO_EX","ex fumatori","THV","valori in migliaia","2","femmine","Y18-19","18-19 anni","2023","2023",42,,
"14_FUMO_SI","fumatori","THV","valori in migliaia","9","totale","Y18-19","18-19 anni","2022","2022",206,,
"14_FUMO_SI","fumatori","THV","valori in migliaia","9","totale","Y18-19","18-19 anni","2023","2023",214,,
"14_FUMO_EX","ex fumatori","THV","valori in migliaia","9","totale","Y18-19","18-19 anni","2022","2022",74,,
"14_FUMO_EX","ex fumatori","THV","valori in migliaia","9","totale","Y18-19","18-19 anni","2023","2023",82,,
"14_FUMO_SI","fumatori","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y18-19","18-19 anni","2022","2022",22.6,,
"14_FUMO_SI","fumatori","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y18-19","18-19 anni","2023","2023",17.9,,
"14_FUMO_EX","ex fumatori","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y18-19","18-19 anni","2022","2022",5.7,,
"14_FUMO_EX","ex fumatori","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y18-19","18-19 anni","2023","2023",6.8,,
"14_FUMO_SI","fumatori","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y18-19","18-19 anni","2022","2022",12.5,,
"14_FUMO_SI","fumatori","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y18-19","18-19 anni","2023","2023",18.1,,
"14_FUMO_SI","fumatori","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y18-19","18-19 anni","2022","2022",17.4,,
"14_FUMO_SI","fumatori","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y18-19","18-19 anni","2023","2023",18,,
"14_FUMO_EX","ex fumatori","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y18-19","18-19 anni","2022","2022",6.3,,
"14_FUMO_EX","ex fumatori","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y18-19","18-19 anni","2023","2023",6.8,,
"14_FUMO_SI","fumatori","THV","valori in migliaia","1","maschi","Y_GE14","14 anni e più","2022","2022",5968,,
"14_FUMO_SI","fumatori","THV","valori in migliaia","1","maschi","Y_GE14","14 anni e più","2023","2023",5791,,
"14_FUMO_EX","ex fumatori","THV","valori in migliaia","1","maschi","Y_GE14","14 anni e più","2022","2022",7299,,
"14_FUMO_EX","ex fumatori","THV","valori in migliaia","1","maschi","Y_GE14","14 anni e più","2023","2023",7502,,
"14_FUMO_SI","fumatori","THV","valori in migliaia","2","femmine","Y_GE14","14 anni e più","2022","2022",4172,,
"14_FUMO_SI","fumatori","THV","valori in migliaia","2","femmine","Y_GE14","14 anni e più","2023","2023",4180,,
"14_FUMO_EX","ex fumatori","THV","valori in migliaia","2","femmine","Y_GE14","14 anni e più","2022","2022",4755,,
"14_FUMO_EX","ex fumatori","THV","valori in migliaia","2","femmine","Y_GE14","14 anni e più","2023","2023",5151,,
"14_FUMO_SI","fumatori","THV","valori in migliaia","9","totale","Y_GE14","14 anni e più","2022","2022",10140,,
"14_FUMO_SI","fumatori","THV","valori in migliaia","9","totale","Y_GE14","14 anni e più","2023","2023",9971,,
"14_FUMO_EX","ex fumatori","THV","valori in migliaia","9","totale","Y_GE14","14 anni e più","2022","2022",12055,,
