"TIPO_DATO_AVQ","Tipo dato","MISURA_AVQ","Misura","SEXISTAT1","Sesso","ETA1","Classe di età","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"0_CHRONIC_HYP","malati cronici - affetti da ipertensione","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y15-17","15-17 anni","2022","2022",0,,
"0_CHRONIC_ARTH","malati cronici - affetti da artrosi, artrite","THV","valori in migliaia","1","maschi","Y25-34","25-34 anni","2022","2022",52,,
"0_CHRONIC_ALLER","malati cronici - affetti da malattie allergiche","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y65-74","65-74 anni","2022","2022",10.6,,
"0_CHRONIC_BRONC","malati cronici - affetti da bronchite cronica","THV","valori in migliaia","2","femmine","Y25-34","25-34 anni","2022","2022",100,,
"0_CHRONIC_BRONC","malati cronici - affetti da bronchite cronica","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y_GE0","0 anni e più","2022","2022",6.2,,
"0_CHRONIC_ARTH","malati cronici - affetti da artrosi, artrite","THV","valori in migliaia","1","maschi","Y65-74","65-74 anni","2022","2022",780,,
"0_CHRONIC_HEART","malati cronici - affetti da malattie del cuore","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y25-34","25-34 anni","2022","2022",1.2,,
"0_CHRONIC_OSTEO","malati cronici - affetti da osteoporosi","THV","valori in migliaia","9","totale","Y65-74","65-74 anni","2022","2022",1235,,
"0_CHRONIC_NERVOUS","malati cronici - affetti da disturbi nervosi","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y65-74","65-74 anni","2022","2022",8.5,,
"0_GOOD_H","persone in buona salute","THV","valori in migliaia","2","femmine","Y65-74","65-74 anni","2022","2022",1537,,
"0_ALEAST_2CRON","persone con almeno due malattie croniche","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y60-64","60-64 anni","2022","2022",27.1,,
"0_CHRONIC_GH","persone con malattie croniche in buona salute","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y18-19","18-19 anni","2022","2022",79.6,,
"0_CHRONIC_GH","persone con malattie croniche in buona salute","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y35-44","35-44 anni","2022","2022",62.5,,
"0_CHRONIC_OSTEO","malati cronici - affetti da osteoporosi","THV","valori in migliaia","2","femmine","Y20-24","20-24 anni","2022","2022",10,,
"0_CHRONIC_BRONC","malati cronici - affetti da bronchite cronica","THV","valori in migliaia","1","maschi","Y18-19","18-19 anni","2022","2022",25,,
"0_CHRONIC_GH","persone con malattie croniche in buona salute","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y20-24","20-24 anni","2022","2022",80,,
"0_GOOD_H","persone in buona salute","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y45-54","45-54 anni","2022","2022",75.7,,
"0_ALEAST_1CRON","persone  con almeno una malattia cronica","THV","valori in migliaia","9","totale","Y60-64","60-64 anni","2022","2022",2412,,
"0_CHRONIC_HEART","malati cronici - affetti da malattie del cuore","THV","valori in migliaia","1","maschi","Y55-59","55-59 anni","2022","2022",94,,
"0_GOOD_H","persone in buona salute","THV","valori in migliaia","1","maschi","Y60-64","60-64 anni","2022","2022",1230,,
"0_CHRONIC_HEART","malati cronici - affetti da malattie del cuore","THV","valori in migliaia","9","totale","Y_GE75","75 anni e più","2022","2022",1122,,
"0_CHRONIC_DIAB","malati cronici - affetti da diabete","THV","valori in migliaia","2","femmine","Y0-14","0-14 anni","2022","2022",17,,
"0_CHRONIC_ALLER","malati cronici - affetti da malattie allergiche","THV","valori in migliaia","9","totale","Y55-59","55-59 anni","2022","2022",615,,
"0_CHRONIC_GASTR","malati cronici - affetti da ulcera gastrica o duodenale","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y_GE75","75 anni e più","2022","2022",3.8,,
"0_CHRONIC_GASTR","malati cronici - affetti da ulcera gastrica o duodenale","THV","valori in migliaia","9","totale","Y35-44","35-44 anni","2022","2022",88,,
"0_ALEAST_1CRON","persone  con almeno una malattia cronica","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y0-14","0-14 anni","2022","2022",6.7,,
"0_CHRONIC_ARTH","malati cronici - affetti da artrosi, artrite","THV","valori in migliaia","9","totale","Y18-19","18-19 anni","2022","2022",8,,
"0_CHRONIC_GASTR","malati cronici - affetti da ulcera gastrica o duodenale","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y15-17","15-17 anni","2022","2022",0.7,,
"0_CHRONIC_NERVOUS","malati cronici - affetti da disturbi nervosi","THV","valori in migliaia","1","maschi","Y35-44","35-44 anni","2022","2022",95,,
"0_CHRONIC_NERVOUS","malati cronici - affetti da disturbi nervosi","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y55-59","55-59 anni","2022","2022",3.9,,
"0_ALEAST_1CRON","persone  con almeno una malattia cronica","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y35-44","35-44 anni","2022","2022",23.1,,
"0_GOOD_H","persone in buona salute","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y18-19","18-19 anni","2022","2022",91,,
"0_CHRONIC_BRONC","malati cronici - affetti da bronchite cronica","THV","valori in migliaia","2","femmine","Y15-17","15-17 anni","2022","2022",28,,
"0_CHRONIC_GASTR","malati cronici - affetti da ulcera gastrica o duodenale","THV","valori in migliaia","1","maschi","Y_GE75","75 anni e più","2022","2022",154,,
"0_ALEAST_2CRON","persone con almeno due malattie croniche","THV","valori in migliaia","9","totale","Y0-14","0-14 anni","2022","2022",107,,
"0_CHRONIC_DIAB","malati cronici - affetti da diabete","THV","valori in migliaia","1","maschi","Y20-24","20-24 anni","2022","2022",16,,
"0_CHRONIC_HYP","malati cronici - affetti da ipertensione","THV","valori in migliaia","2","femmine","Y_GE75","75 anni e più","2022","2022",2382,,
"0_CHRONIC_OSTEO","malati cronici - affetti da osteoporosi","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y15-17","15-17 anni","2022","2022",1.1,,
"0_CHRONIC_BRONC","malati cronici - affetti da bronchite cronica","THV","valori in migliaia","2","femmine","Y55-59","55-59 anni","2022","2022",155,,
"0_CHRONIC_BRONC","malati cronici - affetti da bronchite cronica","THV","valori in migliaia","1","maschi","Y35-44","35-44 anni","2022","2022",146,,
"0_CHRONIC_HEART","malati cronici - affetti da malattie del cuore","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y_GE75","75 anni e più","2022","2022",15.8,,
"0_CHRONIC_DIAB","malati cronici - affetti da diabete","THV","valori in migliaia","9","totale","Y_GE75","75 anni e più","2022","2022",1532,,
"0_GOOD_H","persone in buona salute","THV","valori in migliaia","2","femmine","Y0-14","0-14 anni","2022","2022",3456,,
"0_CHRONIC_HYP","malati cronici - affetti da ipertensione","THV","valori in migliaia","9","totale","Y55-59","55-59 anni","2022","2022",1113,,
"0_CHRONIC_ARTH","malati cronici - affetti da artrosi, artrite","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y_GE75","75 anni e più","2022","2022",59.5,,
"0_ALEAST_2CRON","persone con almeno due malattie croniche","THV","valori in migliaia","1","maschi","Y18-19","18-19 anni","2022","2022",22,,
"0_CHRONIC_HYP","malati cronici - affetti da ipertensione","THV","valori in migliaia","9","totale","Y15-17","15-17 anni","2022","2022",0,,
"0_CHRONIC_BRONC","malati cronici - affetti da bronchite cronica","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y55-59","55-59 anni","2022","2022",5.1,,
"0_CHRONIC_ALLER","malati cronici - affetti da malattie allergiche","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y60-64","60-64 anni","2022","2022",14,,
"0_CHRONIC_ARTH","malati cronici - affetti da artrosi, artrite","THV","valori in migliaia","9","totale","Y60-64","60-64 anni","2022","2022",879,,
"0_CHRONIC_ALLER","malati cronici - affetti da malattie allergiche","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y20-24","20-24 anni","2022","2022",16.4,,
"0_CHRONIC_BRONC","malati cronici - affetti da bronchite cronica","THV","valori in migliaia","1","maschi","Y60-64","60-64 anni","2022","2022",155,,
"0_CHRONIC_HYP","malati cronici - affetti da ipertensione","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y0-14","0-14 anni","2022","2022",0,,
"0_CHRONIC_DIAB","malati cronici - affetti da diabete","THV","valori in migliaia","1","maschi","Y45-54","45-54 anni","2022","2022",183,,
"0_ALEAST_2CRON","persone con almeno due malattie croniche","THV","valori in migliaia","9","totale","Y_GE0","0 anni e più","2022","2022",12605,,
"0_CHRONIC_OSTEO","malati cronici - affetti da osteoporosi","THV","valori in migliaia","9","totale","Y20-24","20-24 anni","2022","2022",18,,
"0_CHRONIC_ALLER","malati cronici - affetti da malattie allergiche","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y35-44","35-44 anni","2022","2022",13.4,,
"0_CHRONIC_BRONC","malati cronici - affetti da bronchite cronica","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y20-24","20-24 anni","2022","2022",3.6,,
"0_GOOD_H","persone in buona salute","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y25-34","25-34 anni","2022","2022",84.4,,
"0_CHRONIC_OSTEO","malati cronici - affetti da osteoporosi","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y55-59","55-59 anni","2022","2022",13,,
"0_ALEAST_2CRON","persone con almeno due malattie croniche","THV","valori in migliaia","1","maschi","Y15-17","15-17 anni","2022","2022",29,,
"0_CHRONIC_OSTEO","malati cronici - affetti da osteoporosi","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y_GE0","0 anni e più","2022","2022",7.9,,
"0_CHRONIC_GH","persone con malattie croniche in buona salute","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y25-34","25-34 anni","2022","2022",67.3,,
"0_CHRONIC_HEART","malati cronici - affetti da malattie del cuore","THV","valori in migliaia","1","maschi","Y65-74","65-74 anni","2022","2022",389,,
"0_CHRONIC_ARTH","malati cronici - affetti da artrosi, artrite","THV","valori in migliaia","9","totale","Y45-54","45-54 anni","2022","2022",844,,
"0_CHRONIC_HYP","malati cronici - affetti da ipertensione","THV","valori in migliaia","1","maschi","Y_GE0","0 anni e più","2022","2022",5243,,
"0_ALEAST_2CRON","persone con almeno due malattie croniche","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y65-74","65-74 anni","2022","2022",50.8,,
"0_CHRONIC_NERVOUS","malati cronici - affetti da disturbi nervosi","THV","valori in migliaia","2","femmine","Y25-34","25-34 anni","2022","2022",61,,
"0_ALEAST_1CRON","persone  con almeno una malattia cronica","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y45-54","45-54 anni","2022","2022",35.9,,
"0_CHRONIC_NERVOUS","malati cronici - affetti da disturbi nervosi","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y45-54","45-54 anni","2022","2022",3,,
"0_CHRONIC_HEART","malati cronici - affetti da malattie del cuore","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y_GE0","0 anni e più","2022","2022",3.4,,
"0_CHRONIC_OSTEO","malati cronici - affetti da osteoporosi","THV","valori in migliaia","2","femmine","Y45-54","45-54 anni","2022","2022",243,,
"0_CHRONIC_ALLER","malati cronici - affetti da malattie allergiche","THV","valori in migliaia","2","femmine","Y60-64","60-64 anni","2022","2022",292,,
"0_CHRONIC_GASTR","malati cronici - affetti da ulcera gastrica o duodenale","THV","valori in migliaia","9","totale","Y60-64","60-64 anni","2022","2022",125,,
"0_CHRONIC_ALLER","malati cronici - affetti da malattie allergiche","THV","valori in migliaia","9","totale","Y65-74","65-74 anni","2022","2022",724,,
"0_ALEAST_2CRON","persone con almeno due malattie croniche","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y25-34","25-34 anni","2022","2022",4.9,,
"0_CHRONIC_NERVOUS","malati cronici - affetti da disturbi nervosi","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y20-24","20-24 anni","2022","2022",1.7,,
"0_CHRONIC_GH","persone con malattie croniche in buona salute","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y15-17","15-17 anni","2022","2022",84.1,,
"0_CHRONIC_OSTEO","malati cronici - affetti da osteoporosi","THV","valori in migliaia","1","maschi","Y15-17","15-17 anni","2022","2022",5,,
"0_CHRONIC_HEART","malati cronici - affetti da malattie del cuore","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y65-74","65-74 anni","2022","2022",12.3,,
"0_CHRONIC_OSTEO","malati cronici - affetti da osteoporosi","THV","valori in migliaia","9","totale","Y25-34","25-34 anni","2022","2022",39,,
"0_CHRONIC_GASTR","malati cronici - affetti da ulcera gastrica o duodenale","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y60-64","60-64 anni","2022","2022",3.1,,
"0_CHRONIC_HYP","malati cronici - affetti da ipertensione","THV","valori in migliaia","9","totale","Y45-54","45-54 anni","2022","2022",1207,,
"0_ALEAST_1CRON","persone  con almeno una malattia cronica","THV","valori in migliaia","2","femmine","Y_GE75","75 anni e più","2022","2022",3630,,
"0_ALEAST_1CRON","persone  con almeno una malattia cronica","THV","valori in migliaia","9","totale","Y15-17","15-17 anni","2022","2022",260,,
"0_CHRONIC_NERVOUS","malati cronici - affetti da disturbi nervosi","THV","valori in migliaia","2","femmine","Y_GE0","0 anni e più","2022","2022",1695,,
"0_CHRONIC_DIAB","malati cronici - affetti da diabete","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y15-17","15-17 anni","2022","2022",1.2,,
"0_GOOD_H","persone in buona salute","THV","valori in migliaia","1","maschi","Y55-59","55-59 anni","2022","2022",1520,,
"0_CHRONIC_ARTH","malati cronici - affetti da artrosi, artrite","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y25-34","25-34 anni","2022","2022",1.7,,
"0_GOOD_H","persone in buona salute","THV","valori in migliaia","9","totale","Y_GE75","75 anni e più","2022","2022",2030,,
"0_CHRONIC_GH","persone con malattie croniche in buona salute","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y_GE75","75 anni e più","2022","2022",27.5,,
"0_CHRONIC_DIAB","malati cronici - affetti da diabete","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y45-54","45-54 anni","2022","2022",3.6,,
"0_ALEAST_1CRON","persone  con almeno una malattia cronica","THV","valori in migliaia","9","totale","Y45-54","45-54 anni","2022","2022",3341,,
"0_ALEAST_1CRON","persone  con almeno una malattia cronica","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y_GE0","0 anni e più","2022","2022",37.9,,
"0_CHRONIC_NERVOUS","malati cronici - affetti da disturbi nervosi","THV","valori in migliaia","1","maschi","Y20-24","20-24 anni","2022","2022",27,,
"0_CHRONIC_DIAB","malati cronici - affetti da diabete","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y65-74","65-74 anni","2022","2022",18.5,,
"0_CHRONIC_GH","persone con malattie croniche in buona salute","THV","valori in migliaia","9","totale","Y25-34","25-34 anni","2022","2022",811,,
"0_CHRONIC_GH","persone con malattie croniche in buona salute","THV","valori in migliaia","9","totale","Y65-74","65-74 anni","2022","2022",1844,,
"0_CHRONIC_ARTH","malati cronici - affetti da artrosi, artrite","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y18-19","18-19 anni","2022","2022",0.1,,
"0_ALEAST_2CRON","persone con almeno due malattie croniche","THV","valori in migliaia","2","femmine","Y45-54","45-54 anni","2022","2022",705,,
"0_CHRONIC_GASTR","malati cronici - affetti da ulcera gastrica o duodenale","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y0-14","0-14 anni","2022","2022",0,,
"0_CHRONIC_NERVOUS","malati cronici - affetti da disturbi nervosi","THV","valori in migliaia","1","maschi","Y18-19","18-19 anni","2022","2022",7,,
"0_CHRONIC_DIAB","malati cronici - affetti da diabete","THV","valori in migliaia","2","femmine","Y25-34","25-34 anni","2022","2022",25,,
"0_ALEAST_2CRON","persone con almeno due malattie croniche","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y_GE0","0 anni e più","2022","2022",21.5,,
"0_CHRONIC_BRONC","malati cronici - affetti da bronchite cronica","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y18-19","18-19 anni","2022","2022",3.6,,
"0_CHRONIC_GH","persone con malattie croniche in buona salute","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y45-54","45-54 anni","2022","2022",48.8,,
"0_CHRONIC_ARTH","malati cronici - affetti da artrosi, artrite","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y60-64","60-64 anni","2022","2022",21.6,,
"0_CHRONIC_HEART","malati cronici - affetti da malattie del cuore","THV","valori in migliaia","2","femmine","Y_GE0","0 anni e più","2022","2022",1025,,
"0_CHRONIC_NERVOUS","malati cronici - affetti da disturbi nervosi","THV","valori in migliaia","1","maschi","Y0-14","0-14 anni","2022","2022",31,,
"0_CHRONIC_HYP","malati cronici - affetti da ipertensione","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y60-64","60-64 anni","2022","2022",30.9,,
"0_CHRONIC_OSTEO","malati cronici - affetti da osteoporosi","THV","valori in migliaia","2","femmine","Y55-59","55-59 anni","2022","2022",315,,
"0_CHRONIC_HYP","malati cronici - affetti da ipertensione","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y35-44","35-44 anni","2022","2022",3.1,,
"0_CHRONIC_DIAB","malati cronici - affetti da diabete","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y18-19","18-19 anni","2022","2022",0.8,,
"0_CHRONIC_GH","persone con malattie croniche in buona salute","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y60-64","60-64 anni","2022","2022",41.3,,
"0_ALEAST_2CRON","persone con almeno due malattie croniche","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y20-24","20-24 anni","2022","2022",5.5,,
"0_CHRONIC_GASTR","malati cronici - affetti da ulcera gastrica o duodenale","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y55-59","55-59 anni","2022","2022",2.7,,
"0_CHRONIC_OSTEO","malati cronici - affetti da osteoporosi","THV","valori in migliaia","2","femmine","Y18-19","18-19 anni","2022","2022",5,,
"0_CHRONIC_ARTH","malati cronici - affetti da artrosi, artrite","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y0-14","0-14 anni","2022","2022",0.5,,
"0_CHRONIC_HEART","malati cronici - affetti da malattie del cuore","THV","valori in migliaia","1","maschi","Y20-24","20-24 anni","2022","2022",4,,
"0_ALEAST_2CRON","persone con almeno due malattie croniche","THV","valori in migliaia","2","femmine","Y60-64","60-64 anni","2022","2022",658,,
"0_GOOD_H","persone in buona salute","THV","valori in migliaia","2","femmine","Y25-34","25-34 anni","2022","2022",2563,,
"0_CHRONIC_HYP","malati cronici - affetti da ipertensione","THV","valori in migliaia","2","femmine","Y20-24","20-24 anni","2022","2022",17,,
"0_CHRONIC_DIAB","malati cronici - affetti da diabete","THV","valori in migliaia","9","totale","Y18-19","18-19 anni","2022","2022",6,,
"0_ALEAST_1CRON","persone  con almeno una malattia cronica","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y18-19","18-19 anni","2022","2022",16.5,,
"0_CHRONIC_OSTEO","malati cronici - affetti da osteoporosi","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y20-24","20-24 anni","2022","2022",0.6,,
"0_CHRONIC_HEART","malati cronici - affetti da malattie del cuore","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y0-14","0-14 anni","2022","2022",0.5,,
"0_GOOD_H","persone in buona salute","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y35-44","35-44 anni","2022","2022",85.5,,
"0_GOOD_H","persone in buona salute","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y60-64","60-64 anni","2022","2022",61.8,,
"0_CHRONIC_DIAB","malati cronici - affetti da diabete","THV","valori in migliaia","1","maschi","Y55-59","55-59 anni","2022","2022",190,,
"0_ALEAST_1CRON","persone  con almeno una malattia cronica","THV","valori in migliaia","1","maschi","Y0-14","0-14 anni","2022","2022",318,,
"0_CHRONIC_GH","persone con malattie croniche in buona salute","THV","valori in migliaia","1","maschi","Y35-44","35-44 anni","2022","2022",614,,
"0_ALEAST_1CRON","persone  con almeno una malattia cronica","THV","valori in migliaia","2","femmine","Y18-19","18-19 anni","2022","2022",110,,
"0_CHRONIC_HYP","malati cronici - affetti da ipertensione","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y15-17","15-17 anni","2022","2022",0,,
"0_CHRONIC_GH","persone con malattie croniche in buona salute","THV","valori in migliaia","2","femmine","Y55-59","55-59 anni","2022","2022",575,,
"0_ALEAST_2CRON","persone con almeno due malattie croniche","THV","valori in migliaia","1","maschi","Y20-24","20-24 anni","2022","2022",60,,
"0_GOOD_H","persone in buona salute","THV","valori in migliaia","9","totale","Y20-24","20-24 anni","2022","2022",2672,,
"0_CHRONIC_HYP","malati cronici - affetti da ipertensione","THV","valori in migliaia","9","totale","Y35-44","35-44 anni","2022","2022",220,,
"0_CHRONIC_DIAB","malati cronici - affetti da diabete","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y0-14","0-14 anni","2022","2022",0.5,,
"0_CHRONIC_OSTEO","malati cronici - affetti da osteoporosi","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y35-44","35-44 anni","2022","2022",1.1,,
"0_ALEAST_1CRON","persone  con almeno una malattia cronica","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y0-14","0-14 anni","2022","2022",8.4,,
"0_CHRONIC_GH","persone con malattie croniche in buona salute","THV","valori in migliaia","9","totale","Y20-24","20-24 anni","2022","2022",481,,
"0_ALEAST_1CRON","persone  con almeno una malattia cronica","THV","valori in migliaia","9","totale","Y18-19","18-19 anni","2022","2022",196,,
"0_CHRONIC_BRONC","malati cronici - affetti da bronchite cronica","THV","valori in migliaia","2","femmine","Y0-14","0-14 anni","2022","2022",34,,
"0_CHRONIC_DIAB","malati cronici - affetti da diabete","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y20-24","20-24 anni","2022","2022",1,,
"0_CHRONIC_DIAB","malati cronici - affetti da diabete","THV","valori in migliaia","1","maschi","Y35-44","35-44 anni","2022","2022",56,,
"0_CHRONIC_ARTH","malati cronici - affetti da artrosi, artrite","THV","valori in migliaia","1","maschi","Y_GE75","75 anni e più","2022","2022",1073,,
"0_ALEAST_2CRON","persone con almeno due malattie croniche","THV","valori in migliaia","2","femmine","Y55-59","55-59 anni","2022","2022",667,,
"0_CHRONIC_DIAB","malati cronici - affetti da diabete","THV","valori in migliaia","1","maschi","Y60-64","60-64 anni","2022","2022",203,,
"0_ALEAST_1CRON","persone  con almeno una malattia cronica","THV","valori in migliaia","2","femmine","Y35-44","35-44 anni","2022","2022",823,,
"0_CHRONIC_GH","persone con malattie croniche in buona salute","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y35-44","35-44 anni","2022","2022",72.8,,
"0_ALEAST_1CRON","persone  con almeno una malattia cronica","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y20-24","20-24 anni","2022","2022",21.2,,
"0_CHRONIC_ALLER","malati cronici - affetti da malattie allergiche","THV","valori in migliaia","2","femmine","Y55-59","55-59 anni","2022","2022",357,,
